Extract.Date,CCG.Code,CCG.Name,Breakdown.Field,Breakdown.Value,Patient.Count,CCG20CD,pop19
06/03/2021,07T,NHS City and Hackney CCG,Age,0-17,360,E38000035,290841
06/03/2021,07W,NHS Ealing CCG,Age,0-17,645,E38000048,341806
06/03/2021,07Y,NHS Hounslow CCG,Age,0-17,460,E38000084,271523
06/03/2021,08C,NHS Hammersmith and Fulham CCG,Age,0-17,255,E38000070,185143
06/03/2021,08E,NHS Harrow CCG,Age,0-17,355,E38000074,251160
06/03/2021,08F,NHS Havering CCG,Age,0-17,360,E38000077,259552
06/03/2021,08G,NHS Hillingdon CCG,Age,0-17,620,E38000082,306870
06/03/2021,08M,NHS Newham CCG,Age,0-17,645,E38000113,353134
06/03/2021,08N,NHS Redbridge CCG,Age,0-17,505,E38000138,305222
06/03/2021,08V,NHS Tower Hamlets CCG,Age,0-17,475,E38000186,324745
06/03/2021,08W,NHS Waltham Forest CCG,Age,0-17,405,E38000192,276983
06/03/2021,08Y,NHS West London CCG,Age,0-17,305,E38000202,227412
06/03/2021,09A,NHS Central London (Westminster) CCG,Age,0-17,230,E38000031,190034
06/03/2021,09D,NHS Brighton and Hove CCG,Age,0-17,200,E38000021,290885
06/03/2021,10C,NHS Surrey Heath CCG,Age,0-17,65,E38000178,96564
06/03/2021,10J,NHS North Hampshire CCG,Age,0-17,145,E38000120,225387
06/03/2021,10K,NHS Fareham and Gosport CCG,Age,0-17,85,E38000059,201071
06/03/2021,10L,NHS Isle of Wight CCG,Age,0-17,85,E38000087,141771
06/03/2021,10Q,NHS Oxfordshire CCG,Age,0-17,475,E38000136,676171
06/03/2021,10R,NHS Portsmouth CCG,Age,0-17,110,E38000137,214905
06/03/2021,10V,NHS South Eastern Hampshire CCG,Age,0-17,75,E38000154,217701
06/03/2021,10X,NHS Southampton CCG,Age,0-17,195,E38000167,252520
06/03/2021,11A,NHS West Hampshire CCG,Age,0-17,350,E38000198,570799
06/03/2021,11J,NHS Dorset CCG,Age,0-17,525,E38000045,773839
06/03/2021,11M,NHS Gloucestershire CCG,Age,0-17,450,E38000062,637070
06/03/2021,11N,NHS Kernow CCG,Age,0-17,675,E38000089,571802
06/03/2021,11X,NHS Somerset CCG,Age,0-17,270,E38000150,562225
06/03/2021,12F,NHS Wirral CCG,Age,0-17,205,E38000208,324011
06/03/2021,13T,NHS Newcastle Gateshead CCG,Age,0-17,465,E38000212,504875
06/03/2021,14L,NHS Manchester CCG,Age,0-17,900,E38000217,552858
06/03/2021,14Y,NHS Buckinghamshire CCG,Age,0-17,345,E38000223,546626
06/03/2021,15A,NHS Berkshire West CCG,Age,0-17,345,E38000221,491349
06/03/2021,15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Age,0-17,650,E38000222,963522
06/03/2021,15D,NHS East Berkshire CCG,Age,0-17,400,E38000224,436701
06/03/2021,15E,NHS Birmingham and Solihull CCG,Age,0-17,980,E38000220,1180567
06/03/2021,15F,NHS Leeds CCG,Age,0-17,500,E38000225,793139
06/03/2021,15M,NHS Derby and Derbyshire CCG,Age,0-17,745,E38000229,1026426
06/03/2021,15N,NHS Devon CCG,Age,0-17,625,E38000230,1200739
06/03/2021,16C,NHS Tees Valley CCG,Age,0-17,850,E38000247,675944
06/03/2021,18C,NHS Herefordshire and Worcestershire CCG,Age,0-17,250,E38000236,788587
06/03/2021,26A,NHS Norfolk and Waveney CCG,Age,0-17,865,E38000239,1026193
06/03/2021,27D,NHS Cheshire CCG,Age,0-17,500,E38000233,727223
06/03/2021,36J,NHS Bradford District and Craven CCG,Age,0-17,385,E38000232,590901
06/03/2021,36L,NHS South West London CCG,Age,0-17,1620,E38000245,1504810
06/03/2021,42D,NHS North Yorkshire CCG,Age,0-17,250,E38000241,428231
06/03/2021,52R,NHS Nottingham and Nottinghamshire CCG,Age,0-17,800,E38000243,1043665
06/03/2021,70F,NHS West Sussex CCG,Age,0-17,670,E38000248,857166
06/03/2021,71E,NHS Lincolnshire CCG,Age,0-17,595,E38000238,761224
06/03/2021,72Q,NHS South East London CCG,Age,0-17,2195,E38000244,1819271
06/03/2021,78H,NHS Northamptonshire CCG,Age,0-17,705,E38000242,736219
06/03/2021,84H,NHS County Durham CCG,Age,0-17,530,E38000234,530094
06/03/2021,91Q,NHS Kent and Medway CCG,Age,0-17,1985,E38000237,1860111
06/03/2021,92A,NHS Surrey Heartlands CCG,Age,0-17,895,E38000246,1049170
06/03/2021,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Age,0-17,450,E38000231,921917
06/03/2021,93C,NHS North Central London CCG,Age,0-17,1945,E38000240,1510806
06/03/2021,97R,NHS East Sussex CCG,Age,0-17,485,E38000235,557229
06/03/2021,99A,NHS Liverpool CCG,Age,0-17,755,E38000101,498042
06/03/2021,99C,NHS North Tyneside CCG,Age,0-17,220,E38000127,207913
06/03/2021,99E,NHS Basildon and Brentwood CCG,Age,0-17,315,E38000007,264220
06/03/2021,99F,NHS Castle Point and Rochford CCG,Age,0-17,275,E38000030,177744
06/03/2021,99G,NHS Southend CCG,Age,0-17,205,E38000168,183125
06/03/2021,99M,NHS North East Hampshire and Farnham CCG,Age,0-17,130,E38000118,211709
06/03/2021,00L,NHS Northumberland CCG,Age,18-29,790,E38000130,322434
06/03/2021,00N,NHS South Tyneside CCG,Age,18-29,485,E38000163,150976
06/03/2021,00P,NHS Sunderland CCG,Age,18-29,1005,E38000176,277705
06/03/2021,00Q,NHS Blackburn with Darwen CCG,Age,18-29,485,E38000014,149696
06/03/2021,00R,NHS Blackpool CCG,Age,18-29,415,E38000015,139446
06/03/2021,00T,NHS Bolton CCG,Age,18-29,970,E38000016,287550
06/03/2021,00V,NHS Bury CCG,Age,18-29,505,E38000024,190990
06/03/2021,00X,NHS Chorley and South Ribble CCG,Age,18-29,370,E38000034,178547
06/03/2021,00Y,NHS Oldham CCG,Age,18-29,905,E38000135,237110
06/03/2021,01A,NHS East Lancashire CCG,Age,18-29,865,E38000050,382746
06/03/2021,01D,"NHS Heywood, Middleton and Rochdale CCG",Age,18-29,705,E38000080,222412
06/03/2021,01E,NHS Greater Preston CCG,Age,18-29,520,E38000227,203825
06/03/2021,01F,NHS Halton CCG,Age,18-29,400,E38000068,129410
06/03/2021,01G,NHS Salford CCG,Age,18-29,890,E38000143,258834
06/03/2021,01H,NHS North Cumbria CCG,Age,18-29,825,E38000215,319371
06/03/2021,01J,NHS Knowsley CCG,Age,18-29,470,E38000091,150862
06/03/2021,01K,NHS Morecambe Bay CCG,Age,18-29,895,E38000228,332696
06/03/2021,01T,NHS South Sefton CCG,Age,18-29,570,E38000161,160226
06/03/2021,01V,NHS Southport and Formby CCG,Age,18-29,300,E38000170,116184
06/03/2021,01W,NHS Stockport CCG,Age,18-29,715,E38000174,293423
06/03/2021,01X,NHS St Helens CCG,Age,18-29,615,E38000172,180585
06/03/2021,01Y,NHS Tameside and Glossop CCG,Age,18-29,720,E38000182,260063
06/03/2021,02A,NHS Trafford CCG,Age,18-29,570,E38000187,237354
06/03/2021,02E,NHS Warrington CCG,Age,18-29,510,E38000194,210014
06/03/2021,02G,NHS West Lancashire CCG,Age,18-29,270,E38000200,114306
06/03/2021,02H,NHS Wigan Borough CCG,Age,18-29,950,E38000205,328662
06/03/2021,02M,NHS Fylde and Wyre CCG,Age,18-29,415,E38000226,194337
06/03/2021,02P,NHS Barnsley CCG,Age,18-29,775,E38000006,246866
06/03/2021,02Q,NHS Bassetlaw CCG,Age,18-29,430,E38000008,117459
06/03/2021,02T,NHS Calderdale CCG,Age,18-29,645,E38000025,211455
06/03/2021,02X,NHS Doncaster CCG,Age,18-29,1145,E38000044,311890
06/03/2021,02Y,NHS East Riding of Yorkshire CCG,Age,18-29,760,E38000052,318400
06/03/2021,03A,NHS Greater Huddersfield CCG,Age,18-29,680,E38000064,246604
06/03/2021,03F,NHS Hull CCG,Age,18-29,1060,E38000085,259778
06/03/2021,03H,NHS North East Lincolnshire CCG,Age,18-29,530,E38000119,159563
06/03/2021,03J,NHS North Kirklees CCG,Age,18-29,625,E38000121,193183
06/03/2021,03K,NHS North Lincolnshire CCG,Age,18-29,540,E38000122,172292
06/03/2021,03L,NHS Rotherham CCG,Age,18-29,865,E38000141,265411
06/03/2021,03N,NHS Sheffield CCG,Age,18-29,2150,E38000146,584853
06/03/2021,03Q,NHS Vale of York CCG,Age,18-29,770,E38000188,366072
06/03/2021,03R,NHS Wakefield CCG,Age,18-29,975,E38000190,348312
06/03/2021,03W,NHS East Leicestershire and Rutland CCG,Age,18-29,775,E38000051,338592
06/03/2021,04C,NHS Leicester City CCG,Age,18-29,1640,E38000097,354224
06/03/2021,04F,NHS Milton Keynes CCG,Age,18-29,960,E38000107,275882
06/03/2021,04V,NHS West Leicestershire CCG,Age,18-29,1170,E38000201,407490
06/03/2021,04Y,NHS Cannock Chase CCG,Age,18-29,350,E38000028,137595
06/03/2021,05A,NHS Coventry and Rugby CCG,Age,18-29,1655,E38000038,480456
06/03/2021,05C,NHS Dudley CCG,Age,18-29,935,E38000046,321596
06/03/2021,05D,NHS East Staffordshire CCG,Age,18-29,390,E38000053,129944
06/03/2021,05G,NHS North Staffordshire CCG,Age,18-29,510,E38000126,219600
06/03/2021,05H,NHS Warwickshire North CCG,Age,18-29,590,E38000195,195147
06/03/2021,05L,NHS Sandwell and West Birmingham CCG,Age,18-29,1950,E38000144,506073
06/03/2021,05N,NHS Shropshire CCG,Age,18-29,715,E38000147,323136
06/03/2021,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,Age,18-29,585,E38000153,226837
06/03/2021,05R,NHS South Warwickshire CCG,Age,18-29,565,E38000164,273851
06/03/2021,05V,NHS Stafford and Surrounds CCG,Age,18-29,335,E38000173,157308
06/03/2021,05W,NHS Stoke on Trent CCG,Age,18-29,825,E38000175,264651
06/03/2021,05X,NHS Telford and Wrekin CCG,Age,18-29,545,E38000183,179854
06/03/2021,05Y,NHS Walsall CCG,Age,18-29,990,E38000191,285478
06/03/2021,06A,NHS Wolverhampton CCG,Age,18-29,880,E38000210,263357
06/03/2021,06F,NHS Bedfordshire CCG,Age,18-29,1355,E38000010,461940
06/03/2021,06H,NHS Cambridgeshire and Peterborough CCG,Age,18-29,2690,E38000026,892627
06/03/2021,06K,NHS East and North Hertfordshire CCG,Age,18-29,1565,E38000049,571713
06/03/2021,06L,NHS Ipswich and East Suffolk CCG,Age,18-29,1310,E38000086,411211
06/03/2021,06N,NHS Herts Valleys CCG,Age,18-29,1335,E38000079,598034
06/03/2021,06P,NHS Luton CCG,Age,18-29,1080,E38000102,213052
06/03/2021,06Q,NHS Mid Essex CCG,Age,18-29,990,E38000106,395918
06/03/2021,06T,NHS North East Essex CCG,Age,18-29,1015,E38000117,341267
06/03/2021,07G,NHS Thurrock CCG,Age,18-29,575,E38000185,174341
06/03/2021,07H,NHS West Essex CCG,Age,18-29,785,E38000197,310040
06/03/2021,07K,NHS West Suffolk CCG,Age,18-29,650,E38000204,231706
06/03/2021,07L,NHS Barking and Dagenham CCG,Age,18-29,905,E38000004,212906
06/03/2021,07P,NHS Brent CCG,Age,18-29,1350,E38000020,329771
06/03/2021,07T,NHS City and Hackney CCG,Age,18-29,1230,E38000035,290841
06/03/2021,07W,NHS Ealing CCG,Age,18-29,1395,E38000048,341806
06/03/2021,07Y,NHS Hounslow CCG,Age,18-29,975,E38000084,271523
06/03/2021,08C,NHS Hammersmith and Fulham CCG,Age,18-29,695,E38000070,185143
06/03/2021,08E,NHS Harrow CCG,Age,18-29,805,E38000074,251160
06/03/2021,08F,NHS Havering CCG,Age,18-29,680,E38000077,259552
06/03/2021,08G,NHS Hillingdon CCG,Age,18-29,1030,E38000082,306870
06/03/2021,08M,NHS Newham CCG,Age,18-29,1915,E38000113,353134
06/03/2021,08N,NHS Redbridge CCG,Age,18-29,1145,E38000138,305222
06/03/2021,08V,NHS Tower Hamlets CCG,Age,18-29,1620,E38000186,324745
06/03/2021,08W,NHS Waltham Forest CCG,Age,18-29,890,E38000192,276983
06/03/2021,08Y,NHS West London CCG,Age,18-29,600,E38000202,227412
06/03/2021,09A,NHS Central London (Westminster) CCG,Age,18-29,460,E38000031,190034
06/03/2021,09D,NHS Brighton and Hove CCG,Age,18-29,865,E38000021,290885
06/03/2021,10C,NHS Surrey Heath CCG,Age,18-29,210,E38000178,96564
06/03/2021,10J,NHS North Hampshire CCG,Age,18-29,635,E38000120,225387
06/03/2021,10K,NHS Fareham and Gosport CCG,Age,18-29,495,E38000059,201071
06/03/2021,10L,NHS Isle of Wight CCG,Age,18-29,320,E38000087,141771
06/03/2021,10Q,NHS Oxfordshire CCG,Age,18-29,1490,E38000136,676171
06/03/2021,10R,NHS Portsmouth CCG,Age,18-29,780,E38000137,214905
06/03/2021,10V,NHS South Eastern Hampshire CCG,Age,18-29,620,E38000154,217701
06/03/2021,10X,NHS Southampton CCG,Age,18-29,790,E38000167,252520
06/03/2021,11A,NHS West Hampshire CCG,Age,18-29,1205,E38000198,570799
06/03/2021,11J,NHS Dorset CCG,Age,18-29,1835,E38000045,773839
06/03/2021,11M,NHS Gloucestershire CCG,Age,18-29,1660,E38000062,637070
06/03/2021,11N,NHS Kernow CCG,Age,18-29,1370,E38000089,571802
06/03/2021,11X,NHS Somerset CCG,Age,18-29,1310,E38000150,562225
06/03/2021,12F,NHS Wirral CCG,Age,18-29,790,E38000208,324011
06/03/2021,13T,NHS Newcastle Gateshead CCG,Age,18-29,1740,E38000212,504875
06/03/2021,14L,NHS Manchester CCG,Age,18-29,2155,E38000217,552858
06/03/2021,14Y,NHS Buckinghamshire CCG,Age,18-29,1240,E38000223,546626
06/03/2021,15A,NHS Berkshire West CCG,Age,18-29,1055,E38000221,491349
06/03/2021,15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Age,18-29,2540,E38000222,963522
06/03/2021,15D,NHS East Berkshire CCG,Age,18-29,1215,E38000224,436701
06/03/2021,15E,NHS Birmingham and Solihull CCG,Age,18-29,4265,E38000220,1180567
06/03/2021,15F,NHS Leeds CCG,Age,18-29,2420,E38000225,793139
06/03/2021,15M,NHS Derby and Derbyshire CCG,Age,18-29,2840,E38000229,1026426
06/03/2021,15N,NHS Devon CCG,Age,18-29,3110,E38000230,1200739
06/03/2021,16C,NHS Tees Valley CCG,Age,18-29,2190,E38000247,675944
06/03/2021,18C,NHS Herefordshire and Worcestershire CCG,Age,18-29,1700,E38000236,788587
06/03/2021,26A,NHS Norfolk and Waveney CCG,Age,18-29,2735,E38000239,1026193
06/03/2021,27D,NHS Cheshire CCG,Age,18-29,1795,E38000233,727223
06/03/2021,36J,NHS Bradford District and Craven CCG,Age,18-29,2505,E38000232,590901
06/03/2021,36L,NHS South West London CCG,Age,18-29,4620,E38000245,1504810
06/03/2021,42D,NHS North Yorkshire CCG,Age,18-29,890,E38000241,428231
06/03/2021,52R,NHS Nottingham and Nottinghamshire CCG,Age,18-29,3425,E38000243,1043665
06/03/2021,70F,NHS West Sussex CCG,Age,18-29,2215,E38000248,857166
06/03/2021,71E,NHS Lincolnshire CCG,Age,18-29,2175,E38000238,761224
06/03/2021,72Q,NHS South East London CCG,Age,18-29,6125,E38000244,1819271
06/03/2021,78H,NHS Northamptonshire CCG,Age,18-29,2210,E38000242,736219
06/03/2021,84H,NHS County Durham CCG,Age,18-29,1615,E38000234,530094
06/03/2021,91Q,NHS Kent and Medway CCG,Age,18-29,4665,E38000237,1860111
06/03/2021,92A,NHS Surrey Heartlands CCG,Age,18-29,2340,E38000246,1049170
06/03/2021,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Age,18-29,2305,E38000231,921917
06/03/2021,93C,NHS North Central London CCG,Age,18-29,4600,E38000240,1510806
06/03/2021,97R,NHS East Sussex CCG,Age,18-29,1395,E38000235,557229
06/03/2021,99A,NHS Liverpool CCG,Age,18-29,2095,E38000101,498042
06/03/2021,99C,NHS North Tyneside CCG,Age,18-29,560,E38000127,207913
06/03/2021,99E,NHS Basildon and Brentwood CCG,Age,18-29,755,E38000007,264220
06/03/2021,99F,NHS Castle Point and Rochford CCG,Age,18-29,525,E38000030,177744
06/03/2021,99G,NHS Southend CCG,Age,18-29,585,E38000168,183125
06/03/2021,99M,NHS North East Hampshire and Farnham CCG,Age,18-29,525,E38000118,211709
06/03/2021,00L,NHS Northumberland CCG,Age,30-39,1250,E38000130,322434
06/03/2021,00N,NHS South Tyneside CCG,Age,30-39,935,E38000163,150976
06/03/2021,00P,NHS Sunderland CCG,Age,30-39,1585,E38000176,277705
06/03/2021,00Q,NHS Blackburn with Darwen CCG,Age,30-39,1050,E38000014,149696
06/03/2021,00R,NHS Blackpool CCG,Age,30-39,740,E38000015,139446
06/03/2021,00T,NHS Bolton CCG,Age,30-39,2195,E38000016,287550
06/03/2021,00V,NHS Bury CCG,Age,30-39,995,E38000024,190990
06/03/2021,00X,NHS Chorley and South Ribble CCG,Age,30-39,665,E38000034,178547
06/03/2021,00Y,NHS Oldham CCG,Age,30-39,1815,E38000135,237110
06/03/2021,01A,NHS East Lancashire CCG,Age,30-39,1915,E38000050,382746
06/03/2021,01D,"NHS Heywood, Middleton and Rochdale CCG",Age,30-39,1505,E38000080,222412
06/03/2021,01E,NHS Greater Preston CCG,Age,30-39,985,E38000227,203825
06/03/2021,01F,NHS Halton CCG,Age,30-39,780,E38000068,129410
06/03/2021,01G,NHS Salford CCG,Age,30-39,1740,E38000143,258834
06/03/2021,01H,NHS North Cumbria CCG,Age,30-39,1430,E38000215,319371
06/03/2021,01J,NHS Knowsley CCG,Age,30-39,945,E38000091,150862
06/03/2021,01K,NHS Morecambe Bay CCG,Age,30-39,1395,E38000228,332696
06/03/2021,01T,NHS South Sefton CCG,Age,30-39,1020,E38000161,160226
06/03/2021,01V,NHS Southport and Formby CCG,Age,30-39,515,E38000170,116184
06/03/2021,01W,NHS Stockport CCG,Age,30-39,1470,E38000174,293423
06/03/2021,01X,NHS St Helens CCG,Age,30-39,1155,E38000172,180585
06/03/2021,01Y,NHS Tameside and Glossop CCG,Age,30-39,1535,E38000182,260063
06/03/2021,02A,NHS Trafford CCG,Age,30-39,1260,E38000187,237354
06/03/2021,02E,NHS Warrington CCG,Age,30-39,1060,E38000194,210014
06/03/2021,02G,NHS West Lancashire CCG,Age,30-39,415,E38000200,114306
06/03/2021,02H,NHS Wigan Borough CCG,Age,30-39,1755,E38000205,328662
06/03/2021,02M,NHS Fylde and Wyre CCG,Age,30-39,670,E38000226,194337
06/03/2021,02P,NHS Barnsley CCG,Age,30-39,1300,E38000006,246866
06/03/2021,02Q,NHS Bassetlaw CCG,Age,30-39,740,E38000008,117459
06/03/2021,02T,NHS Calderdale CCG,Age,30-39,1295,E38000025,211455
06/03/2021,02X,NHS Doncaster CCG,Age,30-39,2040,E38000044,311890
06/03/2021,02Y,NHS East Riding of Yorkshire CCG,Age,30-39,1110,E38000052,318400
06/03/2021,03A,NHS Greater Huddersfield CCG,Age,30-39,1320,E38000064,246604
06/03/2021,03F,NHS Hull CCG,Age,30-39,1680,E38000085,259778
06/03/2021,03H,NHS North East Lincolnshire CCG,Age,30-39,930,E38000119,159563
06/03/2021,03J,NHS North Kirklees CCG,Age,30-39,1480,E38000121,193183
06/03/2021,03K,NHS North Lincolnshire CCG,Age,30-39,865,E38000122,172292
06/03/2021,03L,NHS Rotherham CCG,Age,30-39,1505,E38000141,265411
06/03/2021,03N,NHS Sheffield CCG,Age,30-39,3675,E38000146,584853
06/03/2021,03Q,NHS Vale of York CCG,Age,30-39,1240,E38000188,366072
06/03/2021,03R,NHS Wakefield CCG,Age,30-39,1735,E38000190,348312
06/03/2021,03W,NHS East Leicestershire and Rutland CCG,Age,30-39,1375,E38000051,338592
06/03/2021,04C,NHS Leicester City CCG,Age,30-39,3370,E38000097,354224
06/03/2021,04F,NHS Milton Keynes CCG,Age,30-39,2255,E38000107,275882
06/03/2021,04V,NHS West Leicestershire CCG,Age,30-39,1765,E38000201,407490
06/03/2021,04Y,NHS Cannock Chase CCG,Age,30-39,565,E38000028,137595
06/03/2021,05A,NHS Coventry and Rugby CCG,Age,30-39,3395,E38000038,480456
06/03/2021,05C,NHS Dudley CCG,Age,30-39,1870,E38000046,321596
06/03/2021,05D,NHS East Staffordshire CCG,Age,30-39,720,E38000053,129944
06/03/2021,05G,NHS North Staffordshire CCG,Age,30-39,830,E38000126,219600
06/03/2021,05H,NHS Warwickshire North CCG,Age,30-39,1125,E38000195,195147
06/03/2021,05L,NHS Sandwell and West Birmingham CCG,Age,30-39,4530,E38000144,506073
06/03/2021,05N,NHS Shropshire CCG,Age,30-39,1095,E38000147,323136
06/03/2021,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,Age,30-39,985,E38000153,226837
06/03/2021,05R,NHS South Warwickshire CCG,Age,30-39,1175,E38000164,273851
06/03/2021,05V,NHS Stafford and Surrounds CCG,Age,30-39,595,E38000173,157308
06/03/2021,05W,NHS Stoke on Trent CCG,Age,30-39,1990,E38000175,264651
06/03/2021,05X,NHS Telford and Wrekin CCG,Age,30-39,935,E38000183,179854
06/03/2021,05Y,NHS Walsall CCG,Age,30-39,2275,E38000191,285478
06/03/2021,06A,NHS Wolverhampton CCG,Age,30-39,2200,E38000210,263357
06/03/2021,06F,NHS Bedfordshire CCG,Age,30-39,2915,E38000010,461940
06/03/2021,06H,NHS Cambridgeshire and Peterborough CCG,Age,30-39,5255,E38000026,892627
06/03/2021,06K,NHS East and North Hertfordshire CCG,Age,30-39,2980,E38000049,571713
06/03/2021,06L,NHS Ipswich and East Suffolk CCG,Age,30-39,2165,E38000086,411211
06/03/2021,06N,NHS Herts Valleys CCG,Age,30-39,3045,E38000079,598034
06/03/2021,06P,NHS Luton CCG,Age,30-39,2685,E38000102,213052
06/03/2021,06Q,NHS Mid Essex CCG,Age,30-39,1780,E38000106,395918
06/03/2021,06T,NHS North East Essex CCG,Age,30-39,1580,E38000117,341267
06/03/2021,07G,NHS Thurrock CCG,Age,30-39,1175,E38000185,174341
06/03/2021,07H,NHS West Essex CCG,Age,30-39,1605,E38000197,310040
06/03/2021,07K,NHS West Suffolk CCG,Age,30-39,1085,E38000204,231706
06/03/2021,07L,NHS Barking and Dagenham CCG,Age,30-39,2620,E38000004,212906
06/03/2021,07P,NHS Brent CCG,Age,30-39,3425,E38000020,329771
06/03/2021,07T,NHS City and Hackney CCG,Age,30-39,2385,E38000035,290841
06/03/2021,07W,NHS Ealing CCG,Age,30-39,3405,E38000048,341806
06/03/2021,07Y,NHS Hounslow CCG,Age,30-39,2940,E38000084,271523
06/03/2021,08C,NHS Hammersmith and Fulham CCG,Age,30-39,1325,E38000070,185143
06/03/2021,08E,NHS Harrow CCG,Age,30-39,2495,E38000074,251160
06/03/2021,08F,NHS Havering CCG,Age,30-39,1550,E38000077,259552
06/03/2021,08G,NHS Hillingdon CCG,Age,30-39,2655,E38000082,306870
06/03/2021,08M,NHS Newham CCG,Age,30-39,5155,E38000113,353134
06/03/2021,08N,NHS Redbridge CCG,Age,30-39,3150,E38000138,305222
06/03/2021,08V,NHS Tower Hamlets CCG,Age,30-39,4585,E38000186,324745
06/03/2021,08W,NHS Waltham Forest CCG,Age,30-39,2060,E38000192,276983
06/03/2021,08Y,NHS West London CCG,Age,30-39,1260,E38000202,227412
06/03/2021,09A,NHS Central London (Westminster) CCG,Age,30-39,1035,E38000031,190034
06/03/2021,09D,NHS Brighton and Hove CCG,Age,30-39,1465,E38000021,290885
06/03/2021,10C,NHS Surrey Heath CCG,Age,30-39,495,E38000178,96564
06/03/2021,10J,NHS North Hampshire CCG,Age,30-39,1125,E38000120,225387
06/03/2021,10K,NHS Fareham and Gosport CCG,Age,30-39,1025,E38000059,201071
06/03/2021,10L,NHS Isle of Wight CCG,Age,30-39,510,E38000087,141771
06/03/2021,10Q,NHS Oxfordshire CCG,Age,30-39,2950,E38000136,676171
06/03/2021,10R,NHS Portsmouth CCG,Age,30-39,1440,E38000137,214905
06/03/2021,10V,NHS South Eastern Hampshire CCG,Age,30-39,1110,E38000154,217701
06/03/2021,10X,NHS Southampton CCG,Age,30-39,1585,E38000167,252520
06/03/2021,11A,NHS West Hampshire CCG,Age,30-39,1945,E38000198,570799
